966,964,962,965,956,828,829,828,961,955,960,962,964,955,955,963,961,955,959,966,961,963,961,960,964,962,958,958,954,961,963,963,955,961,966,963,960,964,961,963,959,963,961,965,956,963,959,958,960,955,962,954,965,965,960,963,966,954,964,955,964,962,963,960,958,965,954,963,964,954,956,961,955,958,959,960,964,962,958,956,960,959,954,960,960,963,960,956,960,958,965,959,954,959,961,966,961,966,963,959
958,959,959,964,958,828,828,828,963,966,966,959,966,962,954,955,956,954,958,963,961,954,963,965,961,963,959,958,954,954,962,964,963,961,954,964,955,962,965,955,958,954,965,958,962,958,958,954,961,965,964,963,954,961,958,954,966,965,958,958,956,964,960,955,963,956,956,956,964,961,956,964,959,956,961,965,964,956,966,966,965,962,960,962,954,963,956,963,963,966,962,959,962,955,956,966,964,965,962,964
964,954,961,962,954,827,828,828,961,966,960,960,966,962,965,958,962,962,959,955,966,966,958,964,963,955,958,963,956,965,954,956,958,962,955,956,965,964,959,958,962,965,954,962,961,955,955,959,958,964,964,960,955,962,961,961,960,959,961,958,965,954,966,956,965,956,954,966,958,956,961,963,958,963,965,954,966,960,964,954,961,955,958,965,965,955,961,956,958,955,965,958,956,960,965,963,954,956,960,964
965,965,966,963,962,828,829,829,963,954,956,955,964,962,962,962,956,966,962,962,956,955,963,959,963,965,954,954,956,965,960,965,954,962,956,954,955,965,964,961,955,954,965,961,955,963,954,965,961,958,966,959,963,962,965,965,961,962,959,961,956,955,966,959,958,964,956,962,954,955,956,965,958,965,954,963,961,960,958,955,965,956,954,966,962,966,958,955,961,964,955,963,956,956,965,955,966,964,960,959
954,956,962,965,965,829,828,828,960,959,956,954,966,964,956,965,964,962,966,966,961,963,959,954,962,959,963,954,965,955,962,966,961,966,966,964,964,964,966,958,955,964,960,959,962,955,964,956,958,966,963,956,959,961,962,963,962,964,955,964,964,956,966,958,964,955,962,961,961,963,964,965,960,960,959,955,962,958,962,960,959,966,961,961,958,963,956,959,962,958,963,966,959,958,965,955,954,963,964,963
959,961,956,958,958,827,829,827,960,956,955,965,958,965,966,956,960,964,958,966,961,965,958,958,960,960,959,959,962,962,954,955,959,958,954,964,965,963,955,954,960,965,958,964,959,961,961,954,960,962,966,963,955,958,964,965,966,954,956,965,963,956,964,966,954,956,959,964,960,964,954,958,954,961,963,961,959,964,966,962,964,964,963,956,965,962,954,961,954,958,956,966,960,955,964,955,958,954,962,964
958,963,963,963,962,828,829,827,959,965,961,961,966,963,960,966,955,966,965,955,954,959,963,966,962,956,959,960,962,956,964,961,963,962,958,960,959,966,961,959,965,956,965,966,954,966,965,958,955,965,954,964,959,962,961,954,965,959,956,961,956,959,965,954,960,961,956,962,958,960,954,958,955,966,958,964,954,955,964,961,963,955,963,964,960,963,960,966,956,965,963,963,961,960,964,962,955,962,961,963
954,956,962,963,960,829,827,828,966,964,962,959,965,959,964,965,961,955,965,954,960,962,960,955,954,955,963,962,955,960,955,961,964,964,960,961,959,954,959,962,955,959,965,956,964,954,964,956,956,964,966,959,956,961,960,955,956,958,956,962,955,959,960,961,955,954,962,966,955,966,960,955,966,960,962,956,962,962,960,960,960,964,955,956,959,960,954,964,959,963,963,955,958,966,962,962,960,961,960,964
965,959,960,962,963,827,829,828,959,963,964,964,955,960,958,954,965,962,956,960,963,964,958,964,955,966,961,959,963,958,963,956,965,959,962,962,962,956,962,960,961,956,965,966,964,959,964,965,960,960,956,966,966,958,955,954,960,961,959,955,954,959,959,955,960,963,965,966,960,960,954,959,966,966,964,960,964,960,956,958,959,956,956,963,962,964,958,966,961,959,966,958,956,965,965,959,958,963,958,958
955,961,961,963,955,829,829,827,960,958,963,966,963,961,958,954,961,956,966,966,962,961,956,962,959,960,956,961,961,963,956,958,966,959,960,958,963,961,955,954,954,965,959,961,956,965,964,954,961,963,965,958,964,965,960,966,955,960,958,966,964,963,966,954,964,966,958,955,966,959,966,964,961,954,963,963,966,966,958,959,956,958,966,956,962,965,955,962,966,955,962,958,965,960,955,965,966,961,966,966
